id,workflow,journey,category,testName,testTitle,testDescription,segments,modules,tags,req,demo,jira,status,enabled
SCR-114,,,ui,inventoryItemListRendersNotStub,[Inventory] Verify that the Inventory Item list page renders and is no longer the stub.,The Inventory Item list resolves the real DataTable rather than the placeholder (PET-215).,,,regression,SCR-R200,0,,automated,1
SCR-115,,,ui,sidebarShowsInventorySetupGroupWithFiveLinks,[Inventory] Verify that the sidebar shows the Inventory Setup group with its five live links.,"With the Inventory module on, the sidebar Inventory Setup collapsible exposes exactly five live links pointing at their routes (PET-200). Exact name matching is required or nested labels collide.",,,regression,SCR-R201|SCR-R202,0,,automated,1
SCR-116,,,ui,inventoryUnitTypeListRendersNotStub,[Inventory] Verify that the Unit Type list page renders and is no longer the stub.,The Unit Type list resolves the real DataTable rather than the placeholder (PET-207).,,,regression,SCR-R200,0,,automated,1
SCR-117,,,ui,inventoryUnitListRendersNotStub,[Inventory] Verify that the Unit list page renders and is no longer the stub.,The Unit list resolves the real DataTable rather than the placeholder (PET-208).,,,regression,SCR-R200,0,,automated,1
SCR-118,,,ui,employeeDepartmentComboboxFiltersAndSelects,[Picker] Verify that the employee Department combobox filters and selects.,Combobox mode: the Department list filters as you type and the picked value lands in the input.,,,smoke|high-level|regression,SCR-R150|SCR-R151,0,,automated,1
SCR-119,,,ui,employeeDepartmentComboboxClearable,[Picker] Verify that the employee Department combobox is clearable.,"Combobox clear-to-none is the X button, shown once a value is selected — not a list item. That idiom belongs to sheet mode.",,,regression,SCR-R152,0,,automated,1
SCR-120,,,ui,customerTypeComboboxFiltersAndSelects,[Picker] Verify that the customer Customer Type combobox filters and selects.,Combobox mode on a createable picker: filtering narrows the list and selection sets the input.,,,high-level|regression,SCR-R150|SCR-R151,0,,automated,1
SCR-121,,,ui,customerTypeCreateShownForUnknownName,[Picker] Verify that Create appears for an unknown customer type name.,"A name matching nothing surfaces the + Create footer, because Customer Type registers a useCreateFromName handler. The footer is asserted, never clicked — clicking would mutate the DB.",,,regression,SCR-R153,0,,automated,1
SCR-122,,,ui,customerTypeCreateHiddenForExistingName,[Picker] Verify that Create is hidden for an existing customer type name.,The + Create footer must not appear for a name that already exists.,,,regression,SCR-R154,0,,automated,1
SCR-123,,,ui,fieldDepartmentComboboxLoadsAndSelects,[Picker] Verify that the field Department combobox loads and selects.,The field form Department combobox loads real options and selection sticks.,,,regression,SCR-R150,0,,automated,1
SCR-124,,,ui,crewDepartmentComboboxLoadsAndSelects,[Picker] Verify that the crew Department combobox loads and selects.,The crew form Department combobox loads real options and selection sticks.,,,regression,SCR-R150,0,,automated,1
SCR-125,,,ui,crewDefaultRanchSheetSelectWorks,[Picker] Verify that the crew Default Ranch sheet select works.,"Sheet mode: the trigger renders and opening it lists real options, excluding the aria-hidden __none__ sentinel.",,,high-level|regression,SCR-R156,0,,automated,1
SCR-126,,,ui,varietyCropSheetListsExistingCrops,[Picker] Verify that the variety Crop sheet lists existing crops.,The variety form Crop sheet lists seeded crops.,,,regression,SCR-R156,0,,automated,1
SCR-127,,,ui,fieldRanchSheetListsRealRanches,[Picker] Verify that the field Ranch sheet lists real ranches.,"The field form Ranch sheet lists at least one real ranch, sentinel excluded.",,,regression,SCR-R156,0,,automated,1
SCR-128,,,ui,employeeCrewComboboxLoadsWithoutCreate,[Picker] Verify that the employee Crew combobox loads and offers no Create.,"Crew registers no useCreateFromName, so the + Create footer must stay hidden even for an unknown name.",,,regression,SCR-R155,0,,automated,1
SCR-129,,,ui,customerStateSheetLoadsWithoutCreate,[Picker] Verify that the customer State sheet loads real states and offers no Create.,"State is a sheet-mode picker displaying shortName, not a combobox — an earlier version drove it with combobox helpers and matched nothing. There is no POST /api/states, and sheet mode has no create affordance at all.",,,regression,SCR-R156,0,,automated,1
SCR-130,,,ui,fieldColorComboboxOffersCreate,[Picker] Verify that the field Color combobox is present and offers Create.,"Colour does register useCreateFromName, so an unknown name surfaces the + Create footer.",,,regression,SCR-R153,0,,automated,1
SCR-131,,,ui,crewDefaultFieldCascadesFromRanch,[Picker] Verify that the crew Default Field combobox filters by the selected Default Ranch.,"Default Field is filtered by the selected Default Ranch, and changing the ranch clears the field selection via the onChange cascade.",,,regression,SCR-R157,0,,automated,1
SCR-132,,,ui,crewAllFivePickerFieldsLoad,[Picker] Verify that all five crew picker fields load.,"Per-consumer smoke: all five crew pickers render, four combobox and one sheet.",,,high-level|regression,SCR-R158,0,,automated,1
SCR-133,,,ui,equipmentTypeComboboxLoadsOptions,[Picker] Verify that the equipment Equipment Type combobox loads options.,Per-consumer smoke: Equipment Type loads seeded options and offers no create.,,,regression,SCR-R155,0,,automated,1
SCR-134,,,ui,jobOvertimeRulesComboboxLoadsOptions,[Picker] Verify that the job Overtime Rules combobox loads options.,Per-consumer smoke: Overtime Rules loads options by ARIA role and offers no create.,,,regression,SCR-R155,0,,automated,1
SCR-135,,,ui,userTimecardTabThreeSelectorsLoad,[Picker] Verify that the user Time Card Defaults tab loads its three selectors.,"Per-consumer smoke on /settings/users/new: the Time Card Defaults tab exposes Default Ranch, Field and Job. Tabs are ordinary buttons, not ARIA tabs.",,,regression,SCR-R158,0,,automated,1
SCR-136,,,ui,fieldTraceabilityPickersAllLoad,[Picker] Verify that every field traceability picker loads.,"Per-consumer smoke: every traceability picker on the field form renders, in the correct mode — State and Crop are sheets, the rest comboboxes.",,,high-level|regression,SCR-R158,0,,automated,1
SCR-137,,,ui,fieldCropChangeRefiltersVariety,[Picker] Verify that changing the field Crop refilters Variety and clears the selection.,Changing Crop refilters the Variety list and clears the current selection. Verified by switching from a crop that has varieties to one that has none.,,,regression,SCR-R157,0,,automated,1
SCR-138,,,ui,comboboxInsideRanchEditSheetWorks,[Picker] Verify that a combobox inside the Ranch edit sheet works.,Regression: a portaled combobox popup opened from inside a portaled edit sheet still renders its options.,,,regression,SCR-R159,0,,automated,1
SCR-139,,,ui,inputDirtyOnEditAndInvalidOnClear,[Form State] Verify that an Input goes clean to dirty on edit and invalid on clear.,"PET-16 contract for Input: data-dirty appears after an edit and aria-invalid after clearing a required field, with validation running on blur rather than submit.",,,regression,SCR-R160|SCR-R161,0,WEBPET-1797,automated,1
SCR-140,,,ui,switchDirtyAfterToggle,[Form State] Verify that a Switch goes clean to dirty after a toggle.,"PET-16 contract for Switch. base-ui puts the field id on a hidden input, so the visible control is reached through aria-labelledby.",,,regression,SCR-R160,0,,automated,1
SCR-141,,,ui,checkboxDirtyAfterToggle,[Form State] Verify that a Checkbox goes clean to dirty after a toggle.,"PET-16 contract for Checkbox, reached the same way as Switch.",,,regression,SCR-R160,0,,automated,1
SCR-142,,,ui,comboboxPickerForwardsDirty,[Form State] Verify that a combobox-mode ParentPicker reflects dirty on its input.,PET-16 contract for a combobox-mode ParentPicker: the field name propagates so the ComboboxInput itself reflects dirty.,,,regression,SCR-R160,0,,automated,1
SCR-143,,,ui,sheetPickerForwardsDirty,[Form State] Verify that a sheet-mode ParentPicker reflects dirty on its trigger.,"PET-16 contract for a sheet-mode ParentPicker. Picks an option other than the selected one, since re-picking the current value does not dirty the field and the nullable default is aria-hidden.",,,regression,SCR-R160,0,,automated,1
SCR-144,,,ui,colorPickerDirtyAfterPick,[Form State] Verify that a ColorPickerInput goes clean to dirty after a colour pick.,"PET-16 contract for ColorPickerInput, whose trigger is an unlabelled button reached through its neighbouring label.",,,regression,SCR-R160,0,,automated,1
SCR-145,,,ui,crewFormBooleanSwitchesRender,[Select] Verify that the crew form renders its boolean Switches after the migration.,"The crew form renders seven Switches after the Select to base-ui migration, with the grouping labels present.",,,smoke|high-level|regression,SCR-R162,0,WEBPET-1797,automated,1
SCR-146,,,ui,crewFormParentPickersCaptured,[Select] Capture the crew form ParentPickers in combobox and sheet mode.,Capture-only: screenshots the crew form ParentPickers in combobox and sheet mode for eyeball review. Asserts nothing by design.,,,regression,SCR-R163,0,,automated,1
SCR-147,,,ui,jobFormEnumTriStateAndTabAddRow,"[Select] Verify the job form numeric enum, nullable tri-state and tab add-row.","The job form payment-type Select opens, the PET-60 tri-state checkbox reports a valid aria-checked value, and the Crops tab add-row Select opens.",,,high-level|regression,SCR-R164,0,WEBPET-1797,automated,1
SCR-148,,,ui,crewListFilterSelectAndMultiUpdate,[Select] Verify the crew list filter Select and Multi-Update toggle.,"The crew list column-header filter Select opens and the Multi-Update toggle engages, captured for review.",,,high-level|regression,SCR-R165,0,,automated,1
SCR-149,,,ui,headerLanguageMenuListsSystemAndThreeLocales,[Localization] Verify that the header dropdown lists the Language submenu with System and three locales.,The sidebar user menu exposes a Language submenu listing System plus three locales with BCP-47 suffixes.,,,smoke|high-level|regression,SCR-R166,0,,automated,1
SCR-150,,,ui,pickingSystemSendsNullLanguage,[Localization] Verify that picking System sends a null language to the user endpoint.,Choosing the System sentinel issues a PUT to the user endpoint carrying language=null.,,,regression,SCR-R167,0,,automated,1
SCR-151,,,ui,profileLanguagePickerListsAllLocales,[Localization] Verify that Profile Personal Details lists System and all three locales with BCP-47 suffixes.,"The Personal Details language picker lists the same option set. PET-25 removed the duplicate Preferences-section picker, so this is its only home.",,,regression,SCR-R166,0,,automated,1
SCR-152,,,ui,mobileTabDropdownShowsLabelsNotValues,[Crop] Verify that the mobile tab dropdown shows labels rather than raw values.,At a mobile viewport the crop form tab strip collapses into a Select; its visible options are logged and captured to confirm they render labels rather than raw values.,,,regression,SCR-R168,0,,automated,1
SCR-153,,,ui,captureConsoleForFieldsAndProfile,[Diagnostics] Capture console output for the fields list and the profile page.,"Log harvester, not a check: collects console errors, page errors and failed requests for two representative routes and prints a report. Always green by construction.",,,regression,SCR-R169,0,,automated,1
